bro_identifier,broId,tubeNumber,constructionStandard,coordinateTransformation,corrected,deliveredLocation,deliveryAccountableParty,deliveryContext,deregistered,groundLevelPosition,groundLevelPositioningMethod,groundLevelStable,horizontalPositioningMethod,id,initialFunction,localVerticalReferencePoint,numberOfMonitoringTubes,objectRegistrationTime,offset,owner,qualityRegime,registrationStatus,removed,reregistered,standardizedLocation,underReview,verticalDatum,wellCode,wellConstructionDate,wellHeadProtector,withPrehistory,latestCorrectionTime,tubeType,artesianWellCapPresent,sedimentSumpPresent,numberOfGeoOhmCables,tubeTopDiameter,variableDiameter,tubeStatus,tubeTopPosition,tubeTopPositioningMethod,tubePartInserted,tubeInUse,tubePackingMaterial,tubeMaterial,glue,screenLength,sockMaterial,screenTopPosition,screenBottomPosition,plainTubePartLength,sedimentSumpLength,x,y,geometry,ref_distance,dp,distance_to_ref,region
GMW000000112550-1,GMW000000112550,1,NEN5766,RDNAPTRANS2018,nee,POINT (66467.073 402360.398),51640813,WW,nee,3.666,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:25:52+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.109239416 51.603146286),nee,NAP,GMW43C162473,2016-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.602,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.334,-2.334,4.936,1.0,66467.073,402360.398,POINT (66467.073 402360.398),77750.0,777.5,15.73721513120675,Os
GMW000000112556-1,GMW000000112556,1,NEN5766,RDNAPTRANS2018,nee,POINT (42654.338 412549.031),51640813,publiekeTaak,nee,-1.024,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:27:42+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (3.76234244 51.690437063),nee,NAP,GMW42E162479,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-0.994,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-2.994,-3.994,2.0,,42654.338,412549.031,POINT (42654.338 412549.031),4388.0,43.88,-1179.2548957850681,Os
GMW000000112559-1,GMW000000112559,1,NEN5766,RDNAPTRANS2018,nee,POINT (63781.145 394161.672),51640813,WW,nee,1.6,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:28:37+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.072613477 51.529036732),nee,NAP,GMW49A162482,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.57,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.43,-1.43,2.0,1.0,63781.145,394161.672,POINT (63781.145 394161.672),99599.0,995.99,-23.19459752640595,Os
GMW000000112559-2,GMW000000112559,2,NEN5766,RDNAPTRANS2018,nee,POINT (63781.145 394161.672),51640813,WW,nee,1.6,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:28:37+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.072613477 51.529036732),nee,NAP,GMW49A162482,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.54,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-14.46,-15.46,16.0,1.0,63781.145,394161.672,POINT (63781.145 394161.672),99599.0,995.99,-23.19459752640595,Os
GMW000000112561-1,GMW000000112561,1,NEN5766,RDNAPTRANS2018,nee,POINT (70161.347 393361.794),51640813,WW,nee,5.039,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:29:14+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.164733388 51.522846616),nee,NAP,GMW49B162484,2019-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.003,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.061,-1.061,5.064,1.0,70161.347,393361.794,POINT (70161.347 393361.794),106798.0,1067.98,14.529544907908793,Os
GMW000000112562-1,GMW000000112562,1,NEN5766,RDNAPTRANS2018,nee,POINT (63328.2 405746.133),51640813,publiekeTaak,nee,0.452,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:29:32+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.063053079 51.633068877),nee,NAP,GMW43C162485,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.572,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.428,-2.428,2.0,,63328.2,405746.133,POINT (63328.2 405746.133),36805.0,368.05,-353.7857988328113,Os
GMW000000112565-1,GMW000000112565,1,NEN5766,RDNAPTRANS2018,nee,POINT (66179.961 402465.898),51640813,WW,nee,1.283,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:30:27+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.105069182 51.604049037),nee,NAP,GMW43C162488,2016-01-01,kokerNietMetaal,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.511,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.417,-4.417,4.928,1.0,66179.961,402465.898,POINT (66179.961 402465.898),78163.0,781.63,-19.874489477536486,Os
GMW000000112567-1,GMW000000112567,1,NEN5766,RDNAPTRANS2018,nee,POINT (63110.813 395084.836),51640813,WW,nee,5.15,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:31:03+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.062713767 51.53722379),nee,NAP,GMW49A162490,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.11,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,3.11,2.11,2.0,1.0,63110.813,395084.836,POINT (63110.813 395084.836),98000.0,980.0,6.876197242855184,Os
GMW000000112567-2,GMW000000112567,2,NEN5766,RDNAPTRANS2018,nee,POINT (63110.813 395084.836),51640813,WW,nee,5.15,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:31:03+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.062713767 51.53722379),nee,NAP,GMW49A162490,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.05,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.95,-13.95,18.0,1.0,63110.813,395084.836,POINT (63110.813 395084.836),98000.0,980.0,6.876197242855184,Os
GMW000000112569-1,GMW000000112569,1,NEN5766,RDNAPTRANS2018,nee,POINT (63220.226 394805.752),51640813,WW,nee,5.14,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:31:40+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.06436345 51.534733623),nee,NAP,GMW49A162492,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.09,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.09,1.09,3.0,1.0,63220.226,394805.752,POINT (63220.226 394805.752),98299.0,982.99,9.213624840407268,Os
GMW000000112571-1,GMW000000112571,1,NEN5766,RDNAPTRANS2018,nee,POINT (60822.199 397424.611),51640813,WW,nee,2.223,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:32:17+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.029105993 51.557871726),nee,NAP,GMW49A162494,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,2.154,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.277,-1.277,2.431,1.0,60822.199,397424.611,POINT (60822.199 397424.611),94100.0,941.0,-27.17437803093489,Os
GMW000000112572-1,GMW000000112572,1,NEN5766,RDNAPTRANS2018,nee,POINT (64014.403 397013.709),51640813,publiekeTaak,nee,-1.086,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:32:35+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.07523432 51.554704926),nee,NAP,GMW49A162495,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.056,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.056,-4.056,2.0,,64014.403,397013.709,POINT (64014.403 397013.709),97105.0,971.05,-1518.6186130775277,Os
GMW000000112575-1,GMW000000112575,1,NEN5766,RDNAPTRANS2018,nee,POINT (63715.928 394453.205),51640813,WW,nee,3.37,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:33:30+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.071598017 51.531646068),nee,NAP,GMW49A162498,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.34,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.66,-13.66,16.0,1.0,63715.928,394453.205,POINT (63715.928 394453.205),99100.0,991.0,12.014648797187744,Os
GMW000000112577-1,GMW000000112577,1,NEN5766,RDNAPTRANS2018,nee,POINT (64015.071 397061.908),51640813,publiekeTaak,nee,-1.03,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:34:07+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.075231436 51.555138185),nee,NAP,GMW49A162500,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.01,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.01,-4.01,2.0,,64015.071,397061.908,POINT (64015.071 397061.908),97105.0,971.05,-1554.968715464941,Os
GMW000000112579-1,GMW000000112579,1,NEN5766,RDNAPTRANS2018,nee,POINT (65431.729 393691.527),51640813,WW,nee,3.05,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:34:43+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.096514861 51.525076885),nee,NAP,GMW49A162502,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.01,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-10.99,-11.99,14.0,1.0,65431.729,393691.527,POINT (65431.729 393691.527),101500.0,1015.0,13.197401344623204,Os
GMW000000112580-1,GMW000000112580,1,NEN5766,RDNAPTRANS2018,nee,POINT (64103.114 393993.713),51640813,WW,nee,3.4,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:35:02+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.077295839 51.527579453),nee,NAP,GMW49A162503,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.32,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.68,-13.68,16.0,1.0,64103.114,393993.713,POINT (64103.114 393993.713),100000.0,1000.0,9.11242488226654,Os
GMW000000112581-1,GMW000000112581,1,NEN5766,RDNAPTRANS2018,nee,POINT (63892.404 396979.293),51640813,publiekeTaak,nee,-1.258,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:35:20+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.073484541 51.554375878),nee,NAP,GMW49A162504,2017-01-01,potNietWaterdicht,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.258,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.308,-4.308,2.05,,63892.404,396979.293,POINT (63892.404 396979.293),97062.0,970.62,-1411.9315315899696,Os
GMW000000112582-1,GMW000000112582,1,NEN5766,RDNAPTRANS2018,nee,POINT (60949.671 397995.721),51640813,WW,nee,-0.562,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:35:38+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.030790425 51.563025398),nee,NAP,GMW49A162505,2018-01-01,kokerNietMetaal,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,0.125,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.562,-5.562,4.687,1.0,60949.671,397995.721,POINT (60949.671 397995.721),93499.0,934.99,-27.652849558749665,Os
GMW000000112582-2,GMW000000112582,2,NEN5766,RDNAPTRANS2018,nee,POINT (60949.671 397995.721),51640813,WW,nee,-0.562,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:35:38+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.030790425 51.563025398),nee,NAP,GMW49A162505,2018-01-01,kokerNietMetaal,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,0.071,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-13.562,-14.562,13.633,1.0,60949.671,397995.721,POINT (60949.671 397995.721),93499.0,934.99,-27.652849558749665,Os
GMW000000112584-1,GMW000000112584,1,NEN5766,RDNAPTRANS2018,nee,POINT (66649.029 393614.208),51640813,WW,nee,2.292,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:36:15+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.114071584 51.524574509),nee,NAP,GMW49A162507,2019-01-01,kokerNietMetaal,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,2.522,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.208,-3.208,4.73,1.0,66649.029,393614.208,POINT (66649.029 393614.208),102797.0,1027.97,-29.6372725641659,Os
GMW000000112587-1,GMW000000112587,1,NEN5766,RDNAPTRANS2018,nee,POINT (68345.24 393483.9),51640813,WW,nee,4.159,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:37:10+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.138540384 51.523667236),nee,NAP,GMW49A162510,2023-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.117,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.117,-0.883,4.0,1.0,68345.24,393483.9,POINT (68345.24 393483.9),104715.0,1047.15,10.891641232160122,Os
GMW000000112588-1,GMW000000112588,1,NEN5766,RDNAPTRANS2018,nee,POINT (42641.151 412372.547),51640813,publiekeTaak,nee,-0.886,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:37:28+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.762208759 51.68884861),nee,NAP,GMW42G162511,2021-01-01,kokerNietMetaal,nee,,standaardbuis,ja,nee,0,28,nee,gebruiksklaar,-0.836,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.836,-3.836,2.0,,42641.151,412372.547,POINT (42641.151 412372.547),4150.0,41.5,-1038.9770988670223,Os
GMW000000112589-1,GMW000000112589,1,NEN5766,RDNAPTRANS2018,nee,POINT (61095.695 397092.506),51640813,WW,nee,7.272,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:37:46+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.033137888 51.554933),nee,NAP,GMW49A162512,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.242,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.272,-0.728,6.97,1.0,61095.695,397092.506,POINT (61095.695 397092.506),94599.0,945.99,-0.19300830765428056,Os
GMW000000112591-1,GMW000000112591,1,NEN5766,RDNAPTRANS2018,nee,POINT (63767.422 394152.189),51640813,WW,nee,7.57,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:38:23+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.072418224 51.528949286),nee,NAP,GMW49A162514,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.56,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.44,-13.44,20.0,1.0,63767.422,394152.189,POINT (63767.422 394152.189),99599.0,995.99,-6.522712559911353,Os
GMW000000112597-2,GMW000000112597,2,NEN5766,RDNAPTRANS2018,nee,POINT (66155.456 402611.975),51640813,WW,nee,5.289,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:40:13+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.104678398 51.605357922),nee,NAP,GMW43C162520,2016-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.218,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.711,-5.711,9.929,1.0,66155.456,402611.975,POINT (66155.456 402611.975),78302.0,783.02,34.6835408498932,Os
GMW000000112598-1,GMW000000112598,1,NEN5766,RDNAPTRANS2018,nee,POINT (63327.609 405610.473),51640813,publiekeTaak,nee,0.401,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:40:31+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.063080174 51.631849656),nee,NAP,GMW43C162521,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.471,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.779,-2.779,2.25,,63327.609,405610.473,POINT (63327.609 405610.473),36732.0,367.32,-231.51556602273362,Os
GMW000000112599-1,GMW000000112599,1,NEN5766,RDNAPTRANS2018,nee,POINT (60917.271 397989.67),51640813,WW,nee,5.23,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:40:49+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.030324896 51.562965597),nee,NAP,GMW49A162522,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.156,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.231,0.231,3.925,1.0,60917.271,397989.67,POINT (60917.271 397989.67),93502.0,935.02,5.210324742931553,Os
GMW000000112599-2,GMW000000112599,2,NEN5766,RDNAPTRANS2018,nee,POINT (60917.271 397989.67),51640813,WW,nee,5.23,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:40:49+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.030324896 51.562965597),nee,NAP,GMW49A162522,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.117,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.77,-13.77,17.887,1.0,60917.271,397989.67,POINT (60917.271 397989.67),93502.0,935.02,5.210324742931553,Os
GMW000000114191-1,GMW000000114191,1,NEN5766,RDNAPTRANS2018,nee,POINT (69899.803 402101.262),51640813,WW,nee,1.216,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2026-01-21T14:04:24+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.158842302 51.601348313),nee,NAP,GMW43C163574,2025-07-17,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.036,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.884,-3.884,3.92,1.0,69899.803,402101.262,POINT (69899.803 402101.262),73801.0,738.01,-15.857655026293317,Os
GMW000000114192-1,GMW000000114192,1,NEN5766,RDNAPTRANS2018,nee,POINT (69874.797 402107.579),51640813,WW,nee,4.315,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2026-01-21T14:04:25+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.158479901 51.601401293),nee,NAP,GMW43C163575,2025-07-15,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.155,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.685,-3.685,6.84,1.0,69874.797,402107.579,POINT (69874.797 402107.579),73800.0,738.0,9.895984737092753,Os
GMW000000114192-2,GMW000000114192,2,NEN5766,RDNAPTRANS2018,nee,POINT (69874.797 402107.579),51640813,WW,nee,4.315,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2026-01-21T14:04:25+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.158479901 51.601401293),nee,NAP,GMW43C163575,2025-07-15,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.205,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.315,1.315,1.89,1.0,69874.797,402107.579,POINT (69874.797 402107.579),73800.0,738.0,9.895984737092753,Os
GMW000000114193-1,GMW000000114193,1,NEN5766,RDNAPTRANS2018,nee,POINT (69886.014 402104.846),51640813,WW,nee,6.203,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2026-01-21T14:04:26+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.158642439 51.601378432),nee,NAP,GMW43C163576,2025-07-16,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.053,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,3.803,2.803,2.25,1.0,69886.014,402104.846,POINT (69886.014 402104.846),73800.0,738.0,-1.6370635303000642,Os
GMW000000114194-1,GMW000000114194,1,NEN5766,RDNAPTRANS2018,nee,POINT (68987.515 401720.047),51640813,WW,nee,1.405,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2026-01-21T14:04:26+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145770865 51.597783351),nee,NAP,GMW43C163577,2025-07-03,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.205,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.995,-5.995,6.2,1.0,68987.515,401720.047,POINT (68987.515 401720.047),74899.0,748.99,-15.077116032208341,Os
GMW000000114194-2,GMW000000114194,2,NEN5766,RDNAPTRANS2018,nee,POINT (68987.515 401720.047),51640813,WW,nee,1.405,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2026-01-21T14:04:26+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145770865 51.597783351),nee,NAP,GMW43C163577,2025-07-03,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.225,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.105,-0.895,1.12,1.0,68987.515,401720.047,POINT (68987.515 401720.047),74899.0,748.99,-15.077116032208341,Os
GMW000000114195-1,GMW000000114195,1,NEN5766,RDNAPTRANS2018,nee,POINT (68980.306 401744.18),51640813,WW,nee,3.786,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:27+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145660902 51.597999128),nee,NAP,GMW43C163578,2025-06-30,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.616,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.214,-6.214,8.83,1.0,68980.306,401744.18,POINT (68980.306 401744.18),74900.0,749.0,10.063606959386723,Os
GMW000000114195-2,GMW000000114195,2,NEN5766,RDNAPTRANS2018,nee,POINT (68980.306 401744.18),51640813,WW,nee,3.786,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:27+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145660902 51.597999128),nee,NAP,GMW43C163578,2025-06-30,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.666,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.014,-1.014,3.68,1.0,68980.306,401744.18,POINT (68980.306 401744.18),74900.0,749.0,10.063606959386723,Os
GMW000000114195-3,GMW000000114195,3,NEN5766,RDNAPTRANS2018,nee,POINT (68980.306 401744.18),51640813,WW,nee,3.786,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:27+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145660902 51.597999128),nee,NAP,GMW43C163578,2025-06-30,potNietWaterdicht,nee,,standaardbuis,ja,nee,0,25,nee,gebruiksklaar,3.686,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.986,0.986,1.7,,68980.306,401744.18,POINT (68980.306 401744.18),74900.0,749.0,10.063606959386723,Os
GMW000000114196-1,GMW000000114196,1,NEN5766,RDNAPTRANS2018,nee,POINT (68983.142 401733.525),51640813,WW,nee,5.913,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:28+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145704447 51.597903807),nee,NAP,GMW43C163579,2025-07-02,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.753,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.887,-6.887,11.64,1.0,68983.142,401733.525,POINT (68983.142 401733.525),74900.0,749.0,-0.957296150024316,Os
GMW000000114196-2,GMW000000114196,2,NEN5766,RDNAPTRANS2018,nee,POINT (68983.142 401733.525),51640813,WW,nee,5.913,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:28+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145704447 51.597903807),nee,NAP,GMW43C163579,2025-07-02,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.793,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.113,-0.887,5.68,1.0,68983.142,401733.525,POINT (68983.142 401733.525),74900.0,749.0,-0.957296150024316,Os
