bro_identifier,broId,tubeNumber,constructionStandard,coordinateTransformation,corrected,deliveredLocation,deliveryAccountableParty,deliveryContext,deregistered,groundLevelPosition,groundLevelPositioningMethod,groundLevelStable,horizontalPositioningMethod,id,initialFunction,localVerticalReferencePoint,numberOfMonitoringTubes,objectRegistrationTime,offset,owner,qualityRegime,registrationStatus,removed,reregistered,standardizedLocation,underReview,verticalDatum,wellCode,wellConstructionDate,wellHeadProtector,withPrehistory,latestCorrectionTime,tubeType,artesianWellCapPresent,sedimentSumpPresent,numberOfGeoOhmCables,tubeTopDiameter,variableDiameter,tubeStatus,tubeTopPosition,tubeTopPositioningMethod,tubePartInserted,tubeInUse,tubePackingMaterial,tubeMaterial,glue,screenLength,sockMaterial,screenTopPosition,screenBottomPosition,plainTubePartLength,sedimentSumpLength,x,y,geometry,ref_distance,dp,distance_to_ref,region
GMW000000082249-2,GMW000000082249,2,NEN5766,RDNAPTRANS2018,nee,POINT (59324.566 401587.773),51640813,WW,nee,1.34,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:15+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.006377513 51.59503117),nee,NAP,GMW42H143128,2023-11-23,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.26,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.46,-1.46,1.72,1.0,59324.566,401587.773,POINT (59324.566 401587.773),86603.0,866.03,-21.410882538602195,Os
GMW000000082250-1,GMW000000082250,1,NEN5766,RDNAPTRANS2018,nee,POINT (60781.196 398400.232),51640813,WW,nee,2.492,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:16+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.0282525 51.566632349),nee,NAP,GMW49A143129,2023-12-08,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,2.392,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.092,0.092,1.3,1.0,60781.196,398400.232,POINT (60781.196 398400.232),93050.0,930.5,-17.822019701748815,Os
GMW000000082251-1,GMW000000082251,1,NEN5766,RDNAPTRANS2018,nee,POINT (59236.922 401427.378),51640813,WW,nee,5.925,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:17+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.005156873 51.593574833),nee,NAP,GMW42H143130,2023-11-29,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.825,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.575,-6.575,11.4,1.0,59236.922,401427.378,POINT (59236.922 401427.378),86993.0,869.93,1.0783205738145318,Os
GMW000000082252-1,GMW000000082252,1,NEN5766,RDNAPTRANS2018,nee,POINT (60365.199 401826.835),51640813,WW,nee,6.68,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:18+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.021327499 51.597355875),nee,NAP,GMW43C143131,2023-11-21,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.54,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.02,-5.02,10.56,1.0,60365.199,401826.835,POINT (60365.199 401826.835),85399.0,853.99,-1.378883792925624,Os
GMW000000082252-2,GMW000000082252,2,NEN5766,RDNAPTRANS2018,nee,POINT (60365.199 401826.835),51640813,WW,nee,6.68,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:18+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.021327499 51.597355875),nee,NAP,GMW43C143131,2023-11-21,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.6,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.98,-0.02,5.62,1.0,60365.199,401826.835,POINT (60365.199 401826.835),85399.0,853.99,-1.378883792925624,Os
GMW000000082253-1,GMW000000082253,1,NEN5766,RDNAPTRANS2018,nee,POINT (59612.809 399016.654),51640813,WW,nee,6.862,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:19+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.0112372 51.571974717),nee,NAP,GMW48F143132,2023-12-21,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.722,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.838,-7.838,13.56,1.0,59612.809,399016.654,POINT (59612.809 399016.654),91706.0,917.06,-1.0548499006970735,Os
GMW000000082253-2,GMW000000082253,2,NEN5766,RDNAPTRANS2018,nee,POINT (59612.809 399016.654),51640813,WW,nee,6.862,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:19+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.0112372 51.571974717),nee,NAP,GMW48F143132,2023-12-21,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.772,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.838,-2.838,8.61,1.0,59612.809,399016.654,POINT (59612.809 399016.654),91706.0,917.06,-1.0548499006970735,Os
GMW000000082254-1,GMW000000082254,1,NEN5766,RDNAPTRANS2018,nee,POINT (59613.516 399016.242),51640813,WW,nee,6.749,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:20+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.011247508 51.571971135),nee,NAP,GMW48F143133,2023-12-19,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.659,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.749,-0.251,5.91,1.0,59613.516,399016.242,POINT (59613.516 399016.242),91707.0,917.07,-1.3441689533323695,Os
GMW000000082255-1,GMW000000082255,1,NEN5766,RDNAPTRANS2018,nee,POINT (63123.327 403066.59),51640813,WW,nee,5.83,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:22+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.060799514 51.608955283),nee,NAP,GMW43C143134,2023-11-16,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.67,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.23,0.23,4.44,1.0,63123.327,403066.59,POINT (63123.327 403066.59),81999.0,819.99,-15.211451206225538,Os
GMW000000082255-2,GMW000000082255,2,NEN5766,RDNAPTRANS2018,nee,POINT (63123.327 403066.59),51640813,WW,nee,5.83,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:22+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.060799514 51.608955283),nee,NAP,GMW43C143134,2023-11-16,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.72,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.63,1.63,3.09,1.0,63123.327,403066.59,POINT (63123.327 403066.59),81999.0,819.99,-15.211451206225538,Os
GMW000000082256-1,GMW000000082256,1,NEN5104,RDNAPTRANS2018,nee,POINT (62912.615 395962.969),51640813,WW,nee,7.54,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2024-04-03T21:36:23+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.059627119 51.545082852),nee,NAP,GMW49A143135,2020-12-03,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.42,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.46,-13.46,19.88,1.0,62912.615,395962.969,POINT (62912.615 395962.969),97001.0,970.01,-1.4639753314667134,Os
GMW000000082256-2,GMW000000082256,2,NEN5104,RDNAPTRANS2018,nee,POINT (62912.615 395962.969),51640813,WW,nee,7.54,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2024-04-03T21:36:23+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.059627119 51.545082852),nee,NAP,GMW49A143135,2020-12-03,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.46,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.46,-7.46,13.92,1.0,62912.615,395962.969,POINT (62912.615 395962.969),97001.0,970.01,-1.4639753314667134,Os
GMW000000082256-3,GMW000000082256,3,NEN5104,RDNAPTRANS2018,nee,POINT (62912.615 395962.969),51640813,WW,nee,7.54,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2024-04-03T21:36:23+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.059627119 51.545082852),nee,NAP,GMW49A143135,2020-12-03,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.48,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.04,0.04,6.44,1.0,62912.615,395962.969,POINT (62912.615 395962.969),97001.0,970.01,-1.4639753314667134,Os
GMW000000082257-1,GMW000000082257,1,NEN5104,RDNAPTRANS2018,nee,POINT (63643.686 394673.746),51640813,WW,nee,6.74,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:36:24+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.070499697 51.533616271),nee,NAP,GMW49A143136,2020-11-30,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.61,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.26,-12.26,17.87,1.0,63643.686,394673.746,POINT (63643.686 394673.746),98793.0,987.93,-1.3877813257862073,Os
GMW000000082257-2,GMW000000082257,2,NEN5104,RDNAPTRANS2018,nee,POINT (63643.686 394673.746),51640813,WW,nee,6.74,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:36:24+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.070499697 51.533616271),nee,NAP,GMW49A143136,2020-11-30,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.64,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.26,-2.26,7.9,1.0,63643.686,394673.746,POINT (63643.686 394673.746),98793.0,987.93,-1.3877813257862073,Os
GMW000000082258-1,GMW000000082258,1,NEN5104,RDNAPTRANS2018,nee,POINT (62960.828 395554.379),51640813,WW,nee,1.43,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:36:25+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.060429233 51.541418888),nee,NAP,GMW49A143137,2020-12-18,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.319,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.571,-12.571,12.89,1.0,62960.828,395554.379,POINT (62960.828 395554.379),97500.0,975.0,-18.864359855873744,Os
GMW000000082259-1,GMW000000082259,1,NEN5104,RDNAPTRANS2018,nee,POINT (63659.572 394682.166),51640813,WW,nee,1.66,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:36:26+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.07072641 51.533694519),nee,NAP,GMW49A143138,2020-12-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.52,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.34,-12.34,12.86,1.0,63659.572,394682.166,POINT (63659.572 394682.166),98799.0,987.99,-18.373261662713862,Os
GMW000000082259-2,GMW000000082259,2,NEN5104,RDNAPTRANS2018,nee,POINT (63659.572 394682.166),51640813,WW,nee,1.66,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:36:26+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.07072641 51.533694519),nee,NAP,GMW49A143138,2020-12-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.54,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.34,-2.34,2.88,1.0,63659.572,394682.166,POINT (63659.572 394682.166),98799.0,987.99,-18.373261662713862,Os
GMW000000082260-1,GMW000000082260,1,NEN5104,RDNAPTRANS2018,nee,POINT (63139.669 395095.66),51640813,WW,nee,0.82,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:36:27+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.063126757 51.537325776),nee,NAP,GMW49A143139,2021-01-07,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,0.7,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-13.18,-14.18,13.88,1.0,63139.669,395095.66,POINT (63139.669 395095.66),98000.0,980.0,-23.9380637022871,Os
GMW000000082261-1,GMW000000082261,1,NEN5104,RDNAPTRANS2018,nee,POINT (62921.659 395976.466),51640813,WW,nee,1.9,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:36:28+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.059753924 51.545205626),nee,NAP,GMW49A143140,2020-12-16,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.759,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.101,-12.101,12.86,1.0,62921.659,395976.466,POINT (62921.659 395976.466),96999.0,969.99,-17.56227346580463,Os
GMW000000082261-2,GMW000000082261,2,NEN5104,RDNAPTRANS2018,nee,POINT (62921.659 395976.466),51640813,WW,nee,1.9,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:36:28+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.059753924 51.545205626),nee,NAP,GMW49A143140,2020-12-16,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.809,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.601,-6.601,7.41,1.0,62921.659,395976.466,POINT (62921.659 395976.466),96999.0,969.99,-17.56227346580463,Os
GMW000000082263-1,GMW000000082263,1,NEN5104,RDNAPTRANS2018,nee,POINT (70959.858 392366.996),51640813,publiekeTaak,nee,4.737,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:40:14+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.176474909 51.514026185),nee,NAP,GMW49B143142,2022-09-08,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.687,RTKGPS4tot10cm,nee,nee,filtergrind,pvc,geen,1,geen,-1.263,-2.263,5.95,1.0,70959.858,392366.996,POINT (70959.858 392366.996),108151.0,1081.51,9.51157758188088,Os
GMW000000082287-1,GMW000000082287,1,NEN5104,RDNAPTRANS2018,nee,POINT (70954.224 392370.279),51640813,publiekeTaak,nee,3.112,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:40:43+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.176392975 51.514054849),nee,NAP,GMW49B143166,2022-09-29,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.062,RTKGPS4tot10cm,nee,nee,filtergrind,pvc,geen,1,geen,0.112,-0.888,2.95,1.0,70954.224,392370.279,POINT (70954.224 392370.279),108150.0,1081.5,16.003035344931135,Os
GMW000000082288-1,GMW000000082288,1,NEN5766,RDNAPTRANS2018,nee,POINT (58852.487 388125.627),51640813,WW,nee,-0.485,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:33+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.00325522 51.473973186),nee,NAP,GMW48F143167,2023-05-08,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,-0.635,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.485,-4.485,2.85,1.0,58852.487,388125.627,POINT (58852.487 388125.627),150267.0,1502.67,-38.56360602234292,Os
GMW000000082289-1,GMW000000082289,1,NEN5766,RDNAPTRANS2018,nee,POINT (58895.934 388159.31),51640813,WW,nee,3.919,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:34+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.003871224 51.47428329),nee,NAP,GMW48F143168,2023-04-24,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.829,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.081,-5.081,7.91,1.0,58895.934,388159.31,POINT (58895.934 388159.31),150300.0,1503.0,5.7246521000342785,Os
GMW000000082290-1,GMW000000082290,1,NEN5766,RDNAPTRANS2018,nee,POINT (58852.129 388163.918),51640813,WW,nee,-0.719,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:35+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.003239608 51.474317226),nee,NAP,GMW48F143169,2023-05-02,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,-0.819,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.719,-6.719,4.9,1.0,58852.129,388163.918,POINT (58852.129 388163.918),150305.0,1503.05,-37.9707412994594,Os
GMW000000082291-1,GMW000000082291,1,NEN5766,RDNAPTRANS2018,nee,POINT (58850.96 388275.817),51640813,WW,nee,-0.724,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:36+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.003192215 51.475322604),nee,NAP,GMW48F143170,2023-05-04,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,-0.844,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.724,-6.724,4.88,1.0,58850.96,388275.817,POINT (58850.96 388275.817),150417.0,1504.17,-37.129866551975326,Os
GMW000000082292-1,GMW000000082292,1,NEN5766,RDNAPTRANS2018,nee,POINT (58894.073 388267.395),51640813,WW,nee,4.039,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:42:37+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.003814929 51.475254276),nee,NAP,GMW48F143171,2023-04-25,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.959,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.961,-4.961,7.92,1.0,58894.073,388267.395,POINT (58894.073 388267.395),150408.0,1504.08,5.856849804933613,Os
GMW000000082292-2,GMW000000082292,2,NEN5766,RDNAPTRANS2018,nee,POINT (58894.073 388267.395),51640813,WW,nee,4.039,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:42:37+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.003814929 51.475254276),nee,NAP,GMW48F143171,2023-04-25,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.989,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.039,-0.961,3.95,1.0,58894.073,388267.395,POINT (58894.073 388267.395),150408.0,1504.08,5.856849804933613,Os
GMW000000082293-1,GMW000000082293,1,NEN5766,RDNAPTRANS2018,nee,POINT (58852.488 388212.741),51640813,WW,nee,-0.623,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:38+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.003231436 51.474756034),nee,NAP,GMW48F143172,2023-05-03,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,-0.743,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.623,-6.623,4.88,1.0,58852.488,388212.741,POINT (58852.488 388212.741),150354.0,1503.54,-36.55853347207316,Os
GMW000000082294-1,GMW000000082294,1,NEN5766,RDNAPTRANS2018,nee,POINT (58836.173 387992.873),51640813,WW,nee,-0.623,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:39+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.00305673 51.472777412),nee,NAP,GMW48F143173,2023-05-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,-0.703,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.623,-6.623,4.92,1.0,58836.173,387992.873,POINT (58836.173 387992.873),150136.0,1501.36,-59.94085819337511,Os
GMW000000082295-1,GMW000000082295,1,NEN5766,RDNAPTRANS2018,nee,POINT (58823.065 388437.995),51640813,WW,nee,-1.13,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:40+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.002746473 51.47677525),nee,NAP,GMW48F143174,2023-05-04,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,-1.23,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.13,-7.13,4.9,1.0,58823.065,388437.995,POINT (58823.065 388437.995),150579.0,1505.79,-63.07789775208315,Os
GMW000000082296-1,GMW000000082296,1,NEN5766,RDNAPTRANS2018,nee,POINT (58891.832 388459.527),51640813,WW,nee,3.794,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:42:41+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.003730208 51.476980483),nee,NAP,GMW48F143175,2023-04-26,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.694,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.206,-5.206,7.9,1.0,58891.832,388459.527,POINT (58891.832 388459.527),150600.0,1506.0,5.934490628144135,Os
GMW000000082297-1,GMW000000082297,1,NEN5766,RDNAPTRANS2018,nee,POINT (58903.644 387960.556),51640813,WW,nee,4.037,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:42:42+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.004036433 51.472498508),nee,NAP,GMW48F143176,2023-04-19,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.887,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.963,-4.963,7.85,1.0,58903.644,387960.556,POINT (58903.644 387960.556),150101.0,1501.01,5.900948805238574,Os
GMW000000082297-2,GMW000000082297,2,NEN5766,RDNAPTRANS2018,nee,POINT (58903.644 387960.556),51640813,WW,nee,4.037,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:42:42+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.004036433 51.472498508),nee,NAP,GMW48F143176,2023-04-19,potNietWaterdicht,nee,,standaardbuis,ja,nee,0,25,nee,gebruiksklaar,3.937,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.963,-1.963,4.9,,58903.644,387960.556,POINT (58903.644 387960.556),150101.0,1501.01,5.900948805238574,Os
GMW000000088815-1,GMW000000088815,1,NEN5766,RDNAPTRANS2018,nee,POINT (59332.996 387997.885),51640813,WW,nee,-1.41,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-02-04T11:45:59+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.010204465 51.472907032),nee,NAP,GMW48F147978,2024-11-14,kokerNietMetaal,nee,,standaardbuis,ja,nee,0,52,nee,gebruiksklaar,-1.09,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.41,-7.41,5.32,,59332.996,387997.885,POINT (59332.996 387997.885),146009.0,1460.09,-188.7086798217887,Os
GMW000000088816-1,GMW000000088816,1,NEN5766,RDNAPTRANS2018,nee,POINT (59450.292 387870.762),51640813,WW,nee,-1.38,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-02-04T11:46:01+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.011926824 51.471784546),nee,NAP,GMW48F147979,2024-11-11,kokerNietMetaal,nee,,standaardbuis,ja,nee,0,52,nee,gebruiksklaar,-0.91,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.38,-7.38,5.47,,59450.292,387870.762,POINT (59450.292 387870.762),146101.0,1461.01,-277.77539041456464,Os
GMW000000112471-1,GMW000000112471,1,NEN5766,RDNAPTRANS2018,nee,POINT (61963.503 396878.027),51640813,WW,nee,4.987,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:00:04+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.045704994 51.553149873),nee,NAP,GMW49A162394,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.942,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.987,-0.013,3.955,1.0,61963.503,396878.027,POINT (61963.503 396878.027),95502.0,955.02,4.5205106285265835,Os
GMW000000112475-1,GMW000000112475,1,NEN5766,RDNAPTRANS2018,nee,POINT (66105.051 402592.654),51640813,WW,nee,1.039,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:02:41+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.103955864 51.605176308),nee,NAP,GMW43C162398,2016-01-01,kokerNietMetaal,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.441,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.961,-6.961,7.402,1.0,66105.051,402592.654,POINT (66105.051 402592.654),78311.0,783.11,-18.54832137096584,Os
